                                kicad schematic
                                Transient Analysis  Sun Sep 28 19:07:39  2025
--------------------------------------------------------------------------------
Index   time            in              out             
--------------------------------------------------------------------------------
0	0.000000e+00	1.000000e+00	1.000000e+00	
1	1.000000e-08	1.000006e+00	1.000000e+00	
2	2.000000e-08	1.000013e+00	1.000000e+00	
3	4.000000e-08	1.000025e+00	1.000000e+00	
4	8.000000e-08	1.000050e+00	1.000000e+00	
5	1.600000e-07	1.000101e+00	1.000000e+00	
6	3.200000e-07	1.000201e+00	1.000000e+00	
7	6.400000e-07	1.000402e+00	1.000000e+00	
8	1.280000e-06	1.000804e+00	1.000001e+00	
9	2.280000e-06	1.001433e+00	1.000002e+00	
10	3.280000e-06	1.002061e+00	1.000003e+00	
11	4.280000e-06	1.002689e+00	1.000006e+00	
12	5.280000e-06	1.003317e+00	1.000009e+00	
13	6.280000e-06	1.003945e+00	1.000012e+00	
14	7.280000e-06	1.004573e+00	1.000017e+00	
15	8.280000e-06	1.005200e+00	1.000021e+00	
16	9.280000e-06	1.005827e+00	1.000027e+00	
17	1.028000e-05	1.006455e+00	1.000033e+00	
18	1.128000e-05	1.007082e+00	1.000040e+00	
19	1.228000e-05	1.007708e+00	1.000047e+00	
20	1.328000e-05	1.008334e+00	1.000055e+00	
21	1.428000e-05	1.008960e+00	1.000064e+00	
22	1.528000e-05	1.009586e+00	1.000073e+00	
23	1.628000e-05	1.010211e+00	1.000083e+00	
24	1.728000e-05	1.010836e+00	1.000093e+00	
25	1.828000e-05	1.011460e+00	1.000104e+00	
26	1.928000e-05	1.012084e+00	1.000116e+00	
27	2.028000e-05	1.012708e+00	1.000128e+00	
28	2.128000e-05	1.013331e+00	1.000141e+00	
29	2.228000e-05	1.013953e+00	1.000155e+00	
30	2.328000e-05	1.014575e+00	1.000169e+00	
31	2.428000e-05	1.015196e+00	1.000183e+00	
32	2.528000e-05	1.015817e+00	1.000199e+00	
33	2.628000e-05	1.016437e+00	1.000215e+00	
34	2.728000e-05	1.017057e+00	1.000231e+00	
35	2.828000e-05	1.017675e+00	1.000248e+00	
36	2.928000e-05	1.018294e+00	1.000266e+00	
37	3.028000e-05	1.018911e+00	1.000284e+00	
38	3.128000e-05	1.019528e+00	1.000303e+00	
39	3.228000e-05	1.020143e+00	1.000323e+00	
40	3.328000e-05	1.020758e+00	1.000343e+00	
