                                kicad schematic
                                Transient Analysis  Sun Sep 28 19:07:39  2025
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	
1	1.000000e-08	-6.28312e-09	
2	2.000000e-08	-1.25662e-08	
3	4.000000e-08	-2.51322e-08	
4	8.000000e-08	-5.02634e-08	
5	1.600000e-07	-1.00523e-07	
6	3.200000e-07	-2.01030e-07	
7	6.400000e-07	-4.01994e-07	
8	1.280000e-06	-8.03725e-07	
9	2.280000e-06	-1.43089e-06	
10	3.280000e-06	-2.05736e-06	
11	4.280000e-06	-2.68313e-06	
12	5.280000e-06	-3.30817e-06	
13	6.280000e-06	-3.93245e-06	
14	7.280000e-06	-4.55596e-06	
15	8.280000e-06	-5.17866e-06	
16	9.280000e-06	-5.80053e-06	
17	1.028000e-05	-6.42155e-06	
18	1.128000e-05	-7.04169e-06	
19	1.228000e-05	-7.66094e-06	
20	1.328000e-05	-8.27926e-06	
21	1.428000e-05	-8.89664e-06	
22	1.528000e-05	-9.51304e-06	
23	1.628000e-05	-1.01285e-05	
24	1.728000e-05	-1.07428e-05	
25	1.828000e-05	-1.13562e-05	
26	1.928000e-05	-1.19685e-05	
27	2.028000e-05	-1.25797e-05	
28	2.128000e-05	-1.31898e-05	
29	2.228000e-05	-1.37987e-05	
30	2.328000e-05	-1.44065e-05	
31	2.428000e-05	-1.50131e-05	
32	2.528000e-05	-1.56185e-05	
33	2.628000e-05	-1.62227e-05	
34	2.728000e-05	-1.68256e-05	
35	2.828000e-05	-1.74273e-05	
36	2.928000e-05	-1.80276e-05	
37	3.028000e-05	-1.86266e-05	
38	3.128000e-05	-1.92243e-05	
39	3.228000e-05	-1.98206e-05	
40	3.328000e-05	-2.04155e-05	
41	3.428000e-05	-2.10090e-05	
42	3.528000e-05	-2.16011e-05	
43	3.628000e-05	-2.21917e-05	
44	3.728000e-05	-2.27808e-05	
45	3.828000e-05	-2.33685e-05	
46	3.928000e-05	-2.39546e-05	
47	4.028000e-05	-2.45391e-05	
48	4.128000e-05	-2.51221e-05	
49	4.228000e-05	-2.57035e-05	
50	4.328000e-05	-2.62832e-05	
51	4.428000e-05	-2.68613e-05	
52	4.528000e-05	-2.74378e-05	
53	4.628000e-05	-2.80126e-05	
54	4.728000e-05	-2.85857e-05	

Index   time            alli            
--------------------------------------------------------------------------------
55	4.828000e-05	-2.91570e-05	
56	4.928000e-05	-2.97266e-05	
57	5.028000e-05	-3.02944e-05	
58	5.128000e-05	-3.08604e-05	
59	5.228000e-05	-3.14247e-05	
60	5.328000e-05	-3.19870e-05	
61	5.428000e-05	-3.25476e-05	
62	5.528000e-05	-3.31062e-05	
63	5.628000e-05	-3.36629e-05	
64	5.728000e-05	-3.42177e-05	
65	5.828000e-05	-3.47706e-05	
66	5.928000e-05	-3.53215e-05	
67	6.028000e-05	-3.58704e-05	
68	6.128000e-05	-3.64174e-05	
69	6.228000e-05	-3.69622e-05	
70	6.328000e-05	-3.75051e-05	
71	6.428000e-05	-3.80458e-05	
72	6.528000e-05	-3.85845e-05	
73	6.628000e-05	-3.91211e-05	
74	6.728000e-05	-3.96555e-05	
75	6.828000e-05	-4.01878e-05	
76	6.928000e-05	-4.07179e-05	
77	7.028000e-05	-4.12458e-05	
78	7.128000e-05	-4.17715e-05	
79	7.228000e-05	-4.22949e-05	
80	7.328000e-05	-4.28161e-05	
81	7.428000e-05	-4.33350e-05	
82	7.528000e-05	-4.38517e-05	
83	7.628000e-05	-4.43660e-05	
84	7.728000e-05	-4.48780e-05	
85	7.828000e-05	-4.53876e-05	
86	7.928000e-05	-4.58949e-05	
87	8.028000e-05	-4.63998e-05	
88	8.128000e-05	-4.69022e-05	
89	8.228000e-05	-4.74022e-05	
90	8.328000e-05	-4.78998e-05	
91	8.428000e-05	-4.83949e-05	
92	8.528000e-05	-4.88875e-05	
93	8.628000e-05	-4.93777e-05	
94	8.728000e-05	-4.98652e-05	
95	8.828000e-05	-5.03503e-05	
96	8.928000e-05	-5.08328e-05	
97	9.028000e-05	-5.13127e-05	
98	9.128000e-05	-5.17900e-05	
99	9.228000e-05	-5.22646e-05	
100	9.328000e-05	-5.27367e-05	
101	9.428000e-05	-5.32061e-05	
102	9.528000e-05	-5.36728e-05	
103	9.628000e-05	-5.41368e-05	
104	9.728000e-05	-5.45981e-05	
105	9.828000e-05	-5.50567e-05	
106	9.928000e-05	-5.55126e-05	
107	1.002800e-04	-5.59657e-05	
108	1.012800e-04	-5.64160e-05	
109	1.022800e-04	-5.68635e-05	
110	1.032800e-04	-5.73082e-05	
111	1.042800e-04	-5.77501e-05	
112	1.052800e-04	-5.81891e-05	

Index   time            alli            
--------------------------------------------------------------------------------
113	1.062800e-04	-5.86253e-05	
114	1.072800e-04	-5.90586e-05	
115	1.082800e-04	-5.94890e-05	
116	1.092800e-04	-5.99164e-05	
117	1.102800e-04	-6.03410e-05	
118	1.112800e-04	-6.07626e-05	
119	1.122800e-04	-6.11813e-05	
120	1.132800e-04	-6.15969e-05	
121	1.142800e-04	-6.20096e-05	
122	1.152800e-04	-6.24193e-05	
123	1.162800e-04	-6.28259e-05	
124	1.172800e-04	-6.32295e-05	
125	1.182800e-04	-6.36301e-05	
126	1.192800e-04	-6.40275e-05	
127	1.202800e-04	-6.44219e-05	
128	1.212800e-04	-6.48132e-05	
129	1.222800e-04	-6.52014e-05	
130	1.232800e-04	-6.55864e-05	
131	1.242800e-04	-6.59683e-05	
132	1.252800e-04	-6.63471e-05	
133	1.262800e-04	-6.67227e-05	
134	1.272800e-04	-6.70950e-05	
135	1.282800e-04	-6.74642e-05	
136	1.292800e-04	-6.78302e-05	
137	1.302800e-04	-6.81929e-05	
138	1.312800e-04	-6.85524e-05	
139	1.322800e-04	-6.89086e-05	
140	1.332800e-04	-6.92616e-05	
141	1.342800e-04	-6.96113e-05	
142	1.352800e-04	-6.99577e-05	
143	1.362800e-04	-7.03007e-05	
144	1.372800e-04	-7.06405e-05	
145	1.382800e-04	-7.09769e-05	
146	1.392800e-04	-7.13100e-05	
147	1.402800e-04	-7.16397e-05	
148	1.412800e-04	-7.19660e-05	
149	1.422800e-04	-7.22889e-05	
150	1.432800e-04	-7.26085e-05	
151	1.442800e-04	-7.29246e-05	
152	1.452800e-04	-7.32373e-05	
153	1.462800e-04	-7.35466e-05	
154	1.472800e-04	-7.38524e-05	
155	1.482800e-04	-7.41547e-05	
156	1.492800e-04	-7.44536e-05	
157	1.502800e-04	-7.47491e-05	
158	1.512800e-04	-7.50410e-05	
159	1.522800e-04	-7.53294e-05	
160	1.532800e-04	-7.56143e-05	
161	1.542800e-04	-7.58957e-05	
162	1.552800e-04	-7.61736e-05	
163	1.562800e-04	-7.64479e-05	
164	1.572800e-04	-7.67186e-05	
165	1.582800e-04	-7.69858e-05	
166	1.592800e-04	-7.72494e-05	
167	1.602800e-04	-7.75094e-05	
168	1.612800e-04	-7.77659e-05	
169	1.622800e-04	-7.80187e-05	
170	1.632800e-04	-7.82679e-05	

Index   time            alli            
--------------------------------------------------------------------------------
171	1.642800e-04	-7.85135e-05	
172	1.652800e-04	-7.87554e-05	
173	1.662800e-04	-7.89937e-05	
174	1.672800e-04	-7.92284e-05	
175	1.682800e-04	-7.94594e-05	
176	1.692800e-04	-7.96867e-05	
177	1.702800e-04	-7.99104e-05	
178	1.712800e-04	-8.01304e-05	
179	1.722800e-04	-8.03466e-05	
180	1.732800e-04	-8.05592e-05	
181	1.742800e-04	-8.07681e-05	
182	1.752800e-04	-8.09732e-05	
183	1.762800e-04	-8.11747e-05	
184	1.772800e-04	-8.13724e-05	
185	1.782800e-04	-8.15663e-05	
186	1.792800e-04	-8.17565e-05	
187	1.802800e-04	-8.19430e-05	
188	1.812800e-04	-8.21257e-05	
189	1.822800e-04	-8.23046e-05	
190	1.832800e-04	-8.24798e-05	
191	1.842800e-04	-8.26512e-05	
192	1.852800e-04	-8.28188e-05	
193	1.862800e-04	-8.29826e-05	
194	1.872800e-04	-8.31426e-05	
195	1.882800e-04	-8.32988e-05	
196	1.892800e-04	-8.34512e-05	
197	1.902800e-04	-8.35998e-05	
198	1.912800e-04	-8.37445e-05	
199	1.922800e-04	-8.38855e-05	
200	1.932800e-04	-8.40226e-05	
201	1.942800e-04	-8.41558e-05	
202	1.952800e-04	-8.42853e-05	
203	1.962800e-04	-8.44109e-05	
204	1.972800e-04	-8.45326e-05	
205	1.982800e-04	-8.46505e-05	
206	1.992800e-04	-8.47645e-05	
207	2.002800e-04	-8.48747e-05	
208	2.012800e-04	-8.49810e-05	
209	2.022800e-04	-8.50834e-05	
210	2.032800e-04	-8.51820e-05	
211	2.042800e-04	-8.52767e-05	
212	2.052800e-04	-8.53675e-05	
213	2.062800e-04	-8.54544e-05	
214	2.072800e-04	-8.55374e-05	
215	2.082800e-04	-8.56166e-05	
216	2.092800e-04	-8.56918e-05	
217	2.102800e-04	-8.57632e-05	
218	2.112800e-04	-8.58307e-05	
219	2.122800e-04	-8.58943e-05	
220	2.132800e-04	-8.59539e-05	
221	2.142800e-04	-8.60097e-05	
222	2.152800e-04	-8.60616e-05	
223	2.162800e-04	-8.61096e-05	
224	2.172800e-04	-8.61536e-05	
225	2.182800e-04	-8.61938e-05	
226	2.192800e-04	-8.62300e-05	
227	2.202800e-04	-8.62624e-05	
228	2.212800e-04	-8.62908e-05	

Index   time            alli            
--------------------------------------------------------------------------------
229	2.222800e-04	-8.63153e-05	
230	2.232800e-04	-8.63359e-05	
231	2.242800e-04	-8.63526e-05	
232	2.252800e-04	-8.63654e-05	
233	2.262800e-04	-8.63743e-05	
234	2.272800e-04	-8.63793e-05	
235	2.282800e-04	-8.63803e-05	
236	2.292800e-04	-8.63775e-05	
237	2.302800e-04	-8.63707e-05	
238	2.312800e-04	-8.63601e-05	
239	2.322800e-04	-8.63455e-05	
240	2.332800e-04	-8.63270e-05	
241	2.342800e-04	-8.63046e-05	
242	2.352800e-04	-8.62783e-05	
243	2.362800e-04	-8.62481e-05	
244	2.372800e-04	-8.62140e-05	
245	2.382800e-04	-8.61760e-05	
246	2.392800e-04	-8.61341e-05	
247	2.402800e-04	-8.60883e-05	
248	2.412800e-04	-8.60386e-05	
249	2.422800e-04	-8.59850e-05	
250	2.432800e-04	-8.59276e-05	
251	2.442800e-04	-8.58662e-05	
